timestamp,energy_kwh,production_units,temperature_celsius,humidity_percent
2024-01-01 00:00:00,126.07242257753512,20,5.663412586613266,84.5822309258582
2024-01-01 01:00:00,97.69796041098168,13,6.793982148376848,89.93487587921727
2024-01-01 02:00:00,125.32331611667779,20,9.430061266672672,73.09553979638488
2024-01-01 03:00:00,103.84268318571431,8,8.266498706839915,78.14750428389497
2024-01-01 04:00:00,102.16197883580574,6,7.126493131147553,74.20299224333314
2024-01-01 05:00:00,129.37797309445054,18,9.129214146475055,67.47164307182051
2024-01-01 06:00:00,110.12061244466229,24,10.369968541708195,72.30547104582358
2024-01-01 07:00:00,294.42722191922337,173,10.384038184358394,72.53103704237067
2024-01-01 08:00:00,298.71189615028726,169,8.234750613077573,81.67720345288885
2024-01-01 09:00:00,287.28154734438544,152,8.746522666072359,84.7495258604608
2024-01-01 10:00:00,250.98166578122246,145,6.833834779395665,93.65782968079517
2024-01-01 11:00:00,250.1886752307802,116,6.085801134923791,89.74687928593312
2024-01-01 12:00:00,239.65341361131962,112,5.323172222503136,87.15800886896949
2024-01-01 13:00:00,231.92789782579644,102,4.5565619679272364,85.91199536521178
2024-01-01 14:00:00,211.87141391299056,77,3.6210446961248914,94.01644062118444
2024-01-01 15:00:00,235.3085847325358,79,2.1511348347894397,92.12631714079023
2024-01-01 16:00:00,225.2963128597507,66,0.5115849970031072,78.87874784012018
2024-01-01 17:00:00,253.20832053653749,61,-1.9402877716528275,95.0
2024-01-01 18:00:00,215.93091708070094,63,1.5109679676512677,84.82310416747315
2024-01-01 19:00:00,224.32277333231403,63,0.2666151196670267,86.22222812056614
2024-01-01 20:00:00,192.2529765283001,61,-0.1965611287390462,95.0
2024-01-01 21:00:00,213.65873706350564,70,0.6740971270909459,85.78427188018978
2024-01-01 22:00:00,137.52087588256558,3,1.7101642454932415,89.35548311605532
2024-01-01 23:00:00,135.0066909772033,14,1.9641377320979125,91.56411493601502
2024-01-02 00:00:00,120.16530816930388,5,4.686210259659231,83.7484827442926
2024-01-02 01:00:00,116.64895564441143,12,7.996971840482031,73.75675316150212
2024-01-02 02:00:00,129.94592086137436,22,9.153825600358825,85.46195616524078
2024-01-02 03:00:00,126.57014536470493,15,8.548370197512966,71.66473185148708
2024-01-02 04:00:00,98.26257220631472,2,7.203312050699172,81.39027721445356
2024-01-02 05:00:00,100.25983949014346,0,8.902353816670232,76.89275242934654
2024-01-02 06:00:00,109.6377722580283,11,10.370758245978601,83.32908663179155
2024-01-02 07:00:00,271.34138834446816,154,10.704317361457578,82.44277806059655
2024-01-02 08:00:00,262.6637628883414,137,8.324995106149641,81.73708009271475
2024-01-02 09:00:00,272.26095825479433,131,8.00587916967807,76.38077572953148
2024-01-02 10:00:00,268.89047822540863,134,7.368595419758697,79.78663902145078
2024-01-02 11:00:00,249.44615953247452,113,7.061285460599469,89.36472757452947
2024-01-02 12:00:00,226.1526635723257,97,5.16164897343322,80.67327707093355
2024-01-02 13:00:00,230.29582029293994,82,4.035803292270474,79.68069752744401
2024-01-02 14:00:00,198.58628781346854,77,3.6877014138781448,93.99574091306495
2024-01-02 15:00:00,212.04419241935915,74,2.570526042689716,87.11655161826678
2024-01-02 16:00:00,202.78882442211983,65,2.1516586061625596,88.6390853046171
2024-01-02 17:00:00,201.75548828403603,50,0.9275536280635367,92.80130808585285
2024-01-02 18:00:00,206.84108769726265,48,-0.17984988276392183,87.67555355454964
2024-01-02 19:00:00,224.9370896815808,53,-0.569432290659624,94.7327492070071
2024-01-02 20:00:00,212.4608210495133,55,0.9386170984989204,89.9616069549095
2024-01-02 21:00:00,205.206380772436,65,3.359814032958078,87.68695593707683
2024-01-02 22:00:00,114.3037511493317,0,3.080110554194431,94.63456584732936
2024-01-02 23:00:00,149.6051337996933,19,2.845608408246667,90.3777206471919
2024-01-03 00:00:00,142.950682709676,8,4.7879085462305415,87.78177857677022
2024-01-03 01:00:00,137.9404380938896,15,5.076919832919505,72.62635686589644
2024-01-03 02:00:00,112.49576076805157,15,7.503768310543752,86.85523792331794
2024-01-03 03:00:00,124.69290374635263,26,7.780646202121503,73.07847409961686
2024-01-03 04:00:00,103.38085738509534,4,9.44571476449716,76.63759603727785
2024-01-03 05:00:00,90.51707264836362,13,9.435023954694735,81.22321102750658
2024-01-03 06:00:00,100.26532616988861,8,9.136947036722978,88.05430834092942
2024-01-03 07:00:00,267.00178046427925,145,10.876671040724618,80.63324130784929
2024-01-03 08:00:00,252.22770296944338,147,11.402403718697894,83.64613533346598
2024-01-03 09:00:00,269.26440758876805,140,8.139725287544382,82.06371052536898
2024-01-03 10:00:00,241.941303893024,129,8.387500207665914,71.71547424205205
2024-01-03 11:00:00,261.9857401677484,124,7.193127835840251,79.44230337488803
2024-01-03 12:00:00,243.08236535671435,108,4.526264261037658,79.14710758639667
2024-01-03 13:00:00,258.25110111016005,102,3.4152054863063728,79.36552397543058
2024-01-03 14:00:00,212.7121998492335,78,4.858613630423112,84.91899650863958
